SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Add-ons,tenureBins,InternetServices,gender_Female,gender_Male,PaymentMethod_Bank_transfer_(automatic),PaymentMethod_Credit_card_(automatic),PaymentMethod_Electronic_check,PaymentMethod_Mailed_check
0,0,0,1,0,0,1,0.37014925373134333,0.0063847181282240244,1,0,1,1,0,0,0,1,0
0,0,0,1,1,0,1,0.4701492537313433,0.06599461127487105,3,0,1,1,0,1,0,0,0
0,0,0,1,0,0,0,0.2761194029850746,0.05666221444362565,0,0,1,0,1,0,0,0,1
0,1,0,1,1,2,1,0.6781094527363184,0.6976499170965366,5,2,1,1,0,1,0,0,0
0,0,1,1,0,0,1,0.4621890547263682,0.1258635777450258,2,0,1,1,0,0,0,0,1
0,0,0,1,0,0,0,0.5104477611940298,0.008008244288872514,0,0,2,1,0,0,0,0,1
0,0,0,1,1,0,0,0.4611940298507462,0.020058032424465733,2,0,1,1,0,0,0,1,0
0,1,1,1,0,0,0,0.2626865671641791,0.042505296610169496,0,0,1,0,1,1,0,0,0
0,0,0,1,1,0,1,0.7388059701492538,0.05212555268975682,2,0,2,0,1,0,0,1,0
0,0,1,1,0,2,0,0.01243781094527363,0.13991110906411203,0,2,0,1,0,0,1,0,0
0,0,0,1,0,2,1,0.023383084577114438,0.09525838246131173,0,1,0,1,0,1,0,0,0
0,0,0,1,0,0,0,0.018905472636815884,0.015026252763448785,0,0,0,0,1,1,0,0,0
0,0,0,1,1,0,1,0.7567164179104477,0.30855057111274875,3,1,2,0,1,0,1,0,0
0,0,0,1,0,0,0,0.37363184079601985,0.0345891672807664,2,0,1,1,0,0,1,0,0
0,1,1,1,1,1,1,0.6059701492537314,0.29147476050110543,4,1,1,1,0,0,0,1,0
1,0,0,1,1,0,1,0.6616915422885572,0.15546126565954313,1,0,2,1,0,0,0,1,0
0,1,1,1,1,1,0,0.8189054726368158,0.819103491156964,3,2,2,0,1,1,0,0,0
0,1,0,0,0,0,0,0.16069651741293528,0.06825142778187178,2,0,1,0,1,0,0,0,1
0,1,0,1,0,0,1,0.545273631840796,0.22562407885040534,4,1,1,1,0,0,0,1,0
0,0,0,1,0,2,0,0.01791044776119402,0.08537905305821666,0,1,0,1,0,0,0,0,1
0,0,0,1,1,2,1,0.6238805970149254,0.4875126658069271,4,2,1,1,0,1,0,0,0
0,1,0,1,0,0,0,0.5681592039800994,0.008676077745025794,1,0,2,0,1,0,1,0,0
1,0,0,1,1,0,0,0.708955223880597,0.01859570744288873,2,0,2,1,0,0,0,1,0
1,0,0,1,0,0,1,0.8945273631840797,0.5297416175386883,5,1,2,1,0,0,1,0,0
0,0,0,0,0,2,1,0.39900497512437816,0.4852443349299927,5,2,1,1,0,1,0,0,0
1,0,0,1,0,0,0,0.5278606965174129,0.15995762711864409,0,0,2,0,1,0,1,0,0
1,1,0,1,1,0,1,0.8661691542288558,0.8405087048636699,4,2,2,0,1,0,0,1,0
0,0,0,1,1,2,1,0.6781094527363184,0.6266177689756818,6,2,1,1,0,0,1,0,0
0,0,0,1,1,0,1,0.8497512437810945,0.45925064480471633,4,1,2,1,0,0,0,1,0
0,1,1,0,0,2,1,0.4159203980099502,0.44277933861459107,5,2,1,0,1,1,0,0,0
0,1,0,1,1,0,1,0.5621890547263682,0.026425478997789246,0,0,2,1,0,0,1,0,0
0,0,0,1,0,0,0,0.3830845771144279,0.02822747789240973,2,0,1,0,1,0,0,1,0
0,1,0,1,1,0,1,0.8343283582089552,0.6776667280766397,4,2,2,1,0,0,1,0,0
0,0,0,1,1,0,0,0.33333333333333337,0.02315539793662491,0,0,1,0,1,0,1,0,0
0,0,1,1,0,0,1,0.6243781094527363,0.15108580508474578,1,0,2,1,0,0,0,1,0
0,0,0,1,1,0,1,0.8104477611940298,0.14259971444362568,4,0,2,1,0,1,0,0,0
0,1,0,1,1,1,1,0.7601990049751244,0.49655720338983056,3,1,2,0,1,0,0,1,0
0,1,1,1,0,1,0,0.01791044776119402,0.05988623802505528,0,1,0,1,0,0,0,0,1
0,1,1,1,1,2,1,0.9104477611940299,0.5642789701547531,5,1,2,0,1,1,0,0,0
0,0,0,1,0,0,0,0.2676616915422885,0.005198738025055269,0,0,1,1,0,0,0,1,0
0,1,0,0,0,0,0,0.12089552238805967,0.18668823691967576,1,2,1,0,1,0,0,1,0
0,0,0,1,0,2,0,0.8144278606965173,0.5041394159911571,4,1,2,0,1,1,0,0,0
0,0,0,1,1,2,0,0.06965174129353235,0.17954357037582905,0,2,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0.06965174129353235,0.002907378408253501,0,0,1,1,0,0,0,1,0
0,0,0,1,0,0,1,0.5970149253731343,0.17167349852616068,2,0,2,0,1,0,0,1,0
0,0,0,1,0,0,1,0.35124378109452736,0.006165945099484157,1,0,1,1,0,0,0,0,1
0,1,1,1,1,2,1,0.8970149253731344,0.8943498986735448,5,2,2,0,1,0,1,0,0
0,1,1,1,0,1,0,0.012935323383084563,0.1160533345615328,0,2,0,1,0,1,0,0,0
0,1,0,1,0,0,0,0.6268656716417911,0.06679485998526162,5,0,1,1,0,1,0,0,0
0,0,0,1,0,0,1,0.7129353233830846,0.010351418570375831,2,0,2,0,1,0,0,1,0
1,0,0,1,0,0,0,0.01243781094527363,0.012297347089167281,0,0,0,1,0,1,0,0,0
0,0,0,1,0,0,0,0.019900497512437804,0.002331659911569639,0,0,0,0,1,0,0,0,1
1,0,0,1,1,0,1,0.6278606965174128,0.026909082535003688,1,0,2,0,1,0,0,1,0
1,1,0,1,0,0,1,0.7293532338308457,0.17732705416359618,3,0,2,0,1,0,0,1,0
0,1,0,1,0,1,1,0.7621890547263681,0.5757415254237289,3,2,2,1,0,1,0,0,0
0,0,0,1,0,0,0,0.024378109452736302,0.008411247236551216,0,0,0,0,1,0,0,0,1
0,1,0,1,1,2,1,0.8527363184079603,0.8701294215180546,5,2,2,1,0,1,0,0,0
0,0,0,1,1,1,0,0.8124378109452737,0.7066368828297717,3,2,2,1,0,1,0,0,0
0,0,0,1,0,1,1,0.5144278606965175,0.025383428518791454,3,0,1,1,0,0,0,1,0
1,1,1,1,1,1,1,0.8587064676616915,0.6672174373618276,4,2,2,0,1,1,0,0,0
0,0,0,1,1,0,0,0.3592039800995025,0.006258060058953575,1,0,1,0,1,0,0,1,0
1,0,0,1,0,1,0,0.44228855721393034,0.3214236366985999,3,1,1,0,1,0,1,0,0
0,1,1,1,1,1,0,0.06616915422885569,0.18371177229182023,0,2,0,1,0,0,0,0,1
0,1,1,1,1,0,1,0.3054726368159204,0.031463015843773035,0,0,1,1,0,0,1,0,0
0,1,0,1,0,0,1,0.31592039800995025,0.16982544215180548,1,1,1,0,1,0,0,0,1
0,0,0,1,1,0,1,0.8218905472636816,0.04597112196020634,3,0,2,1,0,0,0,0,1
0,1,1,1,0,0,1,0.6502487562189054,0.04654108327192336,2,0,2,1,0,0,0,1,0
0,0,0,1,0,0,0,0.007960199004975133,0.0021934874723655126,0,0,0,0,1,0,0,0,1
0,0,0,1,0,1,0,0.40646766169154225,0.08898880803242448,2,0,1,1,0,0,1,0,0
0,1,1,1,1,2,1,0.9442786069651742,0.9045689019896832,6,2,2,0,1,0,0,1,0
0,0,0,1,0,0,0,0.015920398009950265,0.02058769344141489,0,0,0,0,1,0,0,0,1
0,0,0,1,1,0,0,0.800497512437811,0.566570329771555,3,2,2,0,1,0,0,1,0
0,1,1,1,0,0,1,0.27313432835820894,0.005262067059690495,0,0,1,1,0,0,0,1,0
1,0,0,1,0,0,0,0.6213930348258706,0.18586495946941786,1,0,2,1,0,1,0,0,0
0,1,0,1,0,1,0,0.009452736318407956,0.05292004421518055,0,1,0,1,0,0,0,0,1
0,0,0,1,0,0,1,0.508457711442786,0.00798521554900516,0,0,2,0,1,0,0,1,0
1,1,0,1,0,1,0,0.013432835820895522,0.08380158437730288,0,1,0,1,0,0,0,0,1
0,0,0,1,1,0,0,0.5621890547263682,0.09522959653647753,3,0,1,0,1,1,0,0,0
0,1,1,1,1,1,1,0.7651741293532338,0.7796207166543848,4,2,2,1,0,0,1,0,0
0,1,1,1,1,2,0,0.6492537313432836,0.6258060058953575,5,2,1,0,1,0,1,0,0
0,0,0,1,0,0,1,0.01641791044776117,0.0022913596168017687,0,0,0,0,1,0,0,0,1
0,1,0,1,1,1,1,0.5427860696517413,0.26863600773765667,3,1,1,0,1,0,1,0,0
1,0,0,1,1,0,0,0.5711442786069653,0.13202952284450997,0,0,2,0,1,0,0,1,0
0,1,1,1,0,0,0,0.014427860696517386,0.013068809874723657,0,0,0,1,0,0,0,0,1
1,1,0,1,0,0,1,0.618407960199005,0.4151160648489315,1,1,2,0,1,0,0,1,0
1,1,0,1,1,0,1,0.6577114427860695,0.054681742815033164,1,0,2,1,0,0,0,1,0
0,0,0,0,0,0,0,0.10895522388059697,0.011341654384672072,1,0,1,1,0,0,0,0,1
0,1,1,1,1,2,0,0.7109452736318408,0.7299304532056007,6,2,1,0,1,0,1,0,0
0,1,0,1,0,0,1,0.717412935323383,0.3937108511422256,3,1,2,0,1,0,0,1,0
0,1,1,0,0,2,0,0.20199004975124374,0.03224023581429625,3,0,1,0,1,0,0,0,1
0,0,0,1,0,0,1,0.009452736318407956,0.06126796241709655,0,1,0,1,0,0,1,0,0
0,0,0,1,0,0,1,0.019402985074626844,0.0023259027266028004,0,0,0,1,0,1,0,0,0
1,0,0,1,0,2,1,0.863681592039801,0.8257760685335299,5,2,2,0,1,0,0,1,0
0,0,0,0,0,1,0,0.3233830845771144,0.07924189388356671,3,0,1,0,1,0,0,1,0
0,1,0,0,0,0,0,0.16666666666666663,0.004030029476787031,1,0,1,1,0,0,0,1,0
0,0,0,1,1,0,1,0.6258706467661692,0.30404269528371414,1,1,2,0,1,0,0,1,0
1,1,0,1,1,0,1,0.9417910447761194,0.9282309322033899,6,2,2,0,1,0,1,0,0
0,0,1,1,0,0,1,0.010447761194029848,0.0022222733971997057,0,0,0,0,1,0,0,0,1
0,0,0,1,0,0,1,0.25970149253731345,0.10675548084008844,0,0,1,1,0,0,0,1,0
0,1,0,1,1,1,1,0.6283582089552239,0.5013874815770082,5,2,1,0,1,0,1,0,0
0,0,0,1,0,0,1,0.7179104477611941,0.041066000368459844,3,0,2,0,1,0,0,1,0
0,1,1,1,0,2,0,0.010447761194029848,0.06942013633014002,0,1,0,1,0,0,0,0,1
0,0,0,1,1,0,1,0.6587064676616915,0.1220005066322771,1,0,2,0,1,0,0,1,0
0,0,0,0,0,0,1,0.127363184079602,0.039983649594694186,1,0,1,1,0,0,0,1,0
0,1,0,1,0,0,1,0.013432835820895522,0.00636168938835667,0,0,0,1,0,0,0,0,1
0,0,0,1,0,0,0,0.00547263681592039,0.006448047162859249,0,0,0,1,0,0,0,0,1
1,1,0,1,0,0,1,0.5791044776119403,0.14201823876197497,1,0,2,0,1,0,0,1,0
0,1,1,1,0,2,1,0.009950248756218888,0.09950718496683864,0,1,0,1,0,0,0,0,1
0,1,1,1,1,0,0,0.5308457711442786,0.22534773397199706,3,1,1,0,1,1,0,0,0
0,0,0,1,0,0,0,0.3134328358208955,0.005728399042004422,1,0,1,0,1,0,0,1,0
0,0,0,1,0,0,1,0.6149253731343283,0.12807433677229182,2,0,2,1,0,0,1,0,0
0,1,0,0,0,0,1,0.2154228855721393,0.23269390198968318,2,2,1,0,1,0,0,1,0
0,0,0,1,1,0,1,0.6109452736318408,0.06962739498894623,1,0,2,1,0,0,0,0,1
0,0,1,1,0,1,0,0.7731343283582089,0.5799672991893884,4,2,2,0,1,0,0,1,0
0,0,0,1,0,0,1,0.26616915422885573,0.0996971720707443,0,0,1,0,1,1,0,0,0
1,1,0,1,1,0,1,0.8621890547263681,0.3859098655121592,4,1,2,0,1,0,0,1,0
0,1,1,1,1,1,1,0.8293532338308457,0.45257806742815043,4,1,2,1,0,1,0,0,0
1,1,0,1,1,1,1,0.7860696517412935,0.8213315217391306,3,2,2,0,1,0,1,0,0
0,0,0,1,0,0,1,0.4308457711442786,0.12587509211495948,2,0,1,0,1,0,1,0,0
0,1,0,1,1,0,1,0.8139303482587064,0.40070007369196764,3,1,2,0,1,0,0,1,0
1,0,0,1,1,0,0,0.6661691542288557,0.08011122881355934,1,0,2,1,0,0,0,1,0
0,1,0,1,0,0,1,0.4134328358208955,0.13021025239498896,2,0,1,1,0,0,0,0,1
1,1,0,1,1,0,1,0.8393034825870646,0.46163411938098753,4,1,2,0,1,0,0,1,0
0,0,0,1,0,2,1,0.5656716417910447,0.614447079955785,5,2,1,0,1,1,0,0,0
0,0,0,1,1,2,0,0.07213930348258707,0.20976879145173177,0,2,0,1,0,1,0,0,0
0,1,0,1,1,2,0,0.07014925373134329,0.17903693809874727,0,2,0,1,0,1,0,0,0
0,1,0,0,0,0,1,0.11592039800995024,0.010622006263817246,1,0,1,0,1,0,0,1,0
0,1,1,1,0,1,0,0.01243781094527363,0.11817773581429625,0,2,0,0,1,0,0,0,1
0,0,0,1,1,1,1,0.6487562189054726,0.4476614314664702,5,1,1,1,0,0,1,0,0
0,1,0,1,0,0,1,0.011940298507462671,0.03924672991893884,0,0,0,0,1,0,1,0,0
0,1,0,1,1,1,0,0.7114427860696517,0.6643330876934416,3,2,2,0,1,0,0,1,0
0,1,0,1,1,1,1,0.8208955223880597,0.6891350405305823,3,2,2,1,0,0,1,0,0
0,0,0,1,0,0,1,0.6766169154228856,0.02091585298452469,3,0,2,1,0,0,0,1,0
0,0,0,1,1,1,1,0.06318407960199005,0.14581798084008846,0,2,0,0,1,1,0,0,0
0,1,1,1,0,1,0,0.8169154228855721,0.3222872144436257,4,1,2,0,1,1,0,0,0
0,0,0,1,0,0,1,0.5621890547263682,0.01667280766396463,1,0,2,0,1,0,0,1,0
0,0,0,1,1,0,1,0.06716417910447761,0.0028785924834193078,0,0,0,0,1,0,0,0,1
0,0,0,1,1,1,0,0.582089552238806,0.6025757645541637,4,2,1,0,1,0,1,0,0
1,0,0,0,0,1,1,0.2567164179104477,0.34677252210759035,3,2,1,0,1,0,1,0,0
0,0,0,1,0,0,1,0.5139303482587065,0.44713752763448794,4,2,1,0,1,0,0,0,1
0,0,0,1,0,1,1,0.014925373134328346,0.09291520817980842,0,1,0,1,0,0,0,0,1
0,1,1,1,0,2,0,0.5024875621890547,0.5628454310980103,4,2,1,1,0,0,1,0,0
0,1,1,0,0,2,0,0.41393034825870645,0.4133889093588799,5,2,1,1,0,0,1,0,0
0,1,0,0,0,0,0,0.3746268656716417,0.25151413964627856,4,1,1,1,0,0,0,1,0
0,0,0,0,0,0,1,0.061691542288557194,0.002815263448784083,0,0,1,0,1,0,0,0,1
0,0,0,1,0,0,1,0.5139303482587065,0.05726096168017687,0,0,2,1,0,0,0,0,1
0,1,0,1,1,2,1,0.6656716417910448,0.7272706337509213,5,2,1,0,1,1,0,0,0
0,0,0,1,0,0,1,0.517910447761194,0.016580692704495213,0,0,2,0,1,0,0,1,0
0,1,0,1,1,0,1,0.6572139303482587,0.41318165070007373,2,1,2,1,0,0,0,1,0
1,1,0,1,1,0,1,0.5587064676616916,0.035303058216654394,0,0,2,0,1,0,0,0,1
0,0,0,1,0,0,1,0.6084577114427862,0.028169906042741347,1,0,2,1,0,0,0,1,0
1,0,0,1,1,1,1,0.808457711442786,0.6781963890935889,3,2,2,1,0,0,0,1,0
0,1,1,1,0,1,1,0.7980099502487562,0.7075810611643332,4,2,2,0,1,1,0,0,0
0,0,0,1,0,0,1,0.3114427860696517,0.239262850036846,1,1,1,1,0,0,0,1,0
0,1,1,1,1,0,0,0.8572139303482588,0.2484743459837878,4,0,2,0,1,0,0,1,0
0,0,0,1,0,2,0,0.014925373134328346,0.03274111090641121,0,0,0,0,1,0,0,0,1
0,0,0,1,0,0,1,0.308955223880597,0.14200096720707445,1,0,1,1,0,0,1,0,0
0,1,0,1,1,2,1,0.8761194029850746,0.8711023857774505,4,2,2,0,1,1,0,0,0
0,0,0,1,1,0,1,0.46019900497512434,0.21744311901252766,2,1,1,0,1,0,0,0,1
0,1,1,1,0,0,1,0.7800995024875622,0.13389485077376567,3,0,2,0,1,0,0,0,1
0,0,0,1,1,0,1,0.7094527363184079,0.2601499170965365,2,0,2,1,0,0,0,1,0
0,0,0,1,0,0,0,0.518905472636816,0.00810611643330877,0,0,2,0,1,0,0,1,0
0,1,0,1,1,0,1,0.753731343283582,0.12422853721444366,2,0,2,1,0,0,0,1,0
0,0,0,1,0,0,1,0.5228855721393034,0.13897844509948418,0,0,2,0,1,0,0,1,0
0,0,0,1,0,0,1,0.5129353233830846,0.01550985630066323,0,0,2,0,1,0,1,0,0
0,0,0,1,0,0,1,0.2626865671641791,0.05437661201179072,0,0,1,1,0,0,0,0,1
0,0,0,1,1,0,1,0.6169154228855721,0.21433999631540165,1,0,2,0,1,0,0,1,0
1,0,0,0,0,0,1,0.2194029850746268,0.13505780213706708,2,1,1,1,0,0,0,1,0
0,1,1,1,0,2,1,0.03034825870646765,0.11995670596904938,0,1,0,1,0,1,0,0,0
0,0,0,1,1,0,1,0.7582089552238807,0.5900654016212235,3,2,2,0,1,0,0,1,0
0,0,0,1,0,0,0,0.02238805970149252,0.002360445836403832,0,0,0,1,0,0,0,0,1
0,1,1,1,0,1,1,0.4233830845771144,0.2351291912306559,3,1,1,1,0,0,0,0,1
0,1,0,1,1,1,0,0.05870646766169152,0.17339489683124543,0,2,0,0,1,1,0,0,0
0,0,0,1,0,0,1,0.5716417910447761,0.008716378039793663,1,0,2,1,0,0,0,1,0
0,0,0,1,1,0,0,0.5412935323383085,0.13751612011790718,0,0,2,1,0,0,0,1,0
0,1,0,1,0,1,1,0.8323383084577115,0.3087175294767871,4,1,2,1,0,0,1,0,0
0,0,0,1,0,0,1,0.019402985074626844,0.006413504053058218,0,0,0,0,1,0,0,1,0
0,0,0,1,0,0,0,0.564179104477612,0.017473056374355197,1,0,2,0,1,0,0,1,0
0,0,0,1,0,2,0,0.021890547263681587,0.07352500921149595,0,1,0,0,1,0,0,0,1
0,1,1,1,1,2,1,0.06368159203980098,0.1311256448047163,0,1,0,1,0,1,0,0,0
0,1,0,1,0,2,0,0.49452736318407964,0.5370474852616065,4,2,1,0,1,0,0,0,1
0,1,1,1,0,2,1,0.572139303482587,0.6204115235814297,5,2,1,0,1,1,0,0,0
0,0,1,1,0,1,1,0.01840796019900498,0.07421011422254975,0,1,0,1,0,0,1,0,0
0,0,0,1,0,1,1,0.7094527363184079,0.4294572126013265,3,1,2,0,1,0,0,1,0
1,0,0,1,0,0,0,0.7109452736318408,0.12063605379513635,2,0,2,1,0,1,0,0,0
0,1,0,1,1,0,1,0.47363184079601983,0.10388840272660281,2,0,1,0,1,0,0,1,0
0,1,1,1,1,0,1,0.4666666666666667,0.08328919491525426,2,0,1,0,1,1,0,0,0
0,0,0,1,1,0,1,0.8114427860696517,0.07752049557848195,3,0,2,0,1,0,0,1,0
0,0,0,1,1,2,0,0.9746268656716418,0.89262850036846,6,2,2,0,1,0,1,0,0
1,0,0,1,1,2,0,0.7124378109452736,0.7246511145910096,6,2,1,1,0,0,0,0,1
0,1,1,1,0,1,1,0.5656716417910447,0.5772153647752396,5,2,1,0,1,0,0,1,0
1,0,0,0,0,0,1,0.11343283582089547,0.03355287398673545,1,0,1,1,0,0,0,1,0
0,1,1,1,0,1,0,0.8134328358208955,0.21746614775239503,4,0,2,0,1,1,0,0,0
0,1,0,1,1,2,1,0.9751243781094526,0.9861769988946206,6,2,2,0,1,0,0,1,0
0,1,1,1,0,0,0,0.36716417910447763,0.13886905858511422,2,0,1,1,0,0,0,1,0
0,1,1,1,0,1,0,0.31940298507462683,0.14805176860722183,1,1,1,0,1,0,0,0,1
0,0,0,1,1,2,1,0.9094527363184081,0.6391799465733236,5,2,2,1,0,0,0,1,0
0,0,0,1,1,0,1,0.7676616915422886,0.511848286661754,3,1,2,0,1,0,0,1,0
0,1,0,1,0,0,1,0.5064676616915423,0.007962186809137805,0,0,2,0,1,0,0,1,0
1,1,0,1,1,0,0,0.8835820895522387,0.2500978721444363,4,0,2,0,1,0,0,1,0
0,0,1,1,0,0,1,0.5114427860696518,0.008019758658806192,0,0,2,1,0,0,0,1,0
0,0,0,0,0,0,1,0.06616915422885569,0.005722641857037584,0,0,1,0,1,0,1,0,0
0,1,0,1,1,2,1,0.9726368159203981,0.9422036201179074,6,2,2,1,0,0,0,1,0
0,0,0,1,0,0,0,0.01741293532338306,0.012573691967575537,0,0,0,1,0,0,0,0,1
0,0,0,1,0,0,0,0.7666666666666666,0.252498618275608,3,0,2,0,1,0,0,0,1
1,1,0,1,1,0,1,0.745771144278607,0.3374861827560796,2,1,2,1,0,0,0,1,0
0,0,0,1,0,2,1,0.014427860696517386,0.0482912675018423,0,0,0,0,1,0,0,0,1
1,0,0,1,0,0,1,0.2980099502487562,0.03918915806927046,1,0,1,1,0,0,0,1,0
1,0,0,1,1,0,1,0.7641791044776118,0.14853537214443627,2,0,2,1,0,0,0,1,0
0,1,1,0,0,2,0,0.3577114427860697,0.41727500921149596,5,2,1,1,0,0,1,0,0
0,0,0,1,0,0,1,0.2761194029850746,0.02229182019159912,0,0,1,1,0,0,0,0,1
0,1,1,1,1,2,1,0.8,0.8209112472365513,4,2,2,1,0,1,0,0,0
0,0,0,1,1,0,1,0.6273631840796019,0.2616985998526161,1,1,2,0,1,0,0,1,0
0,0,0,1,1,2,0,0.081592039800995,0.1278152634487841,0,1,0,0,1,1,0,0,0
0,1,1,1,1,1,1,0.7109452736318408,0.7586760777450259,2,2,2,0,1,0,0,1,0
0,1,1,1,1,2,1,0.5731343283582089,0.49065033161385413,4,2,1,0,1,0,1,0,0
1,1,1,1,1,2,1,0.6945273631840796,0.7398731116433309,6,2,1,1,0,0,1,0,0
0,0,0,1,1,0,1,0.8208955223880597,0.1300835943257185,3,0,2,1,0,0,0,1,0
0,0,0,1,0,0,1,0.4194029850746268,0.03133635777450258,3,0,1,1,0,0,0,0,1
0,1,1,1,0,0,1,0.5104477611940298,0.023051768607221815,0,0,2,1,0,0,0,1,0
0,1,0,1,1,1,0,0.45422885572139304,0.30340364775239503,2,1,1,1,0,1,0,0,0
0,1,0,1,0,1,1,0.015920398009950265,0.08261560427413413,0,1,0,1,0,1,0,0,0
0,1,0,0,0,1,1,0.3562189054726368,0.3408023212969787,4,2,1,0,1,1,0,0,0
0,0,0,1,0,0,1,0.6726368159203979,0.01926354089904201,2,0,2,0,1,0,0,1,0
0,0,0,1,0,1,1,0.6129353233830845,0.3823634395725866,5,1,1,1,0,1,0,0,0
0,1,1,1,1,2,1,0.5194029850746269,0.5947978076639647,4,2,1,1,0,1,0,0,0
0,0,0,1,0,0,0,0.3791044776119403,0.15903647752394992,2,0,1,1,0,0,1,0,0
0,1,0,1,1,2,1,0.9840796019900498,0.9821181834929994,6,2,2,1,0,0,1,0,0
0,1,0,1,1,2,0,0.6577114427860695,0.411247236551216,5,1,1,1,0,0,1,0,0
0,0,0,1,0,1,0,0.010447761194029848,0.026339121223286667,0,0,0,1,0,0,0,0,1
0,0,0,1,1,0,1,0.7179104477611941,0.46782885040530586,2,1,2,0,1,0,0,0,1
1,0,0,1,1,0,0,0.36467661691542286,0.4289678518791452,1,2,1,1,0,0,0,1,0
0,0,0,1,1,1,1,0.7616915422885572,0.5570191599115698,3,2,2,0,1,0,0,1,0
0,1,0,1,0,0,1,0.5154228855721392,0.06498710390567429,3,0,1,0,1,0,0,0,1
0,1,1,1,1,1,1,0.5447761194029851,0.5944869196757554,4,2,1,1,0,0,1,0,0
0,0,0,0,0,0,0,0.10298507462686568,0.11209814848931468,1,1,1,1,0,0,1,0,0
0,1,1,1,0,1,0,0.6621890547263681,0.6446089719970525,3,2,2,1,0,1,0,0,0
0,0,0,0,0,0,1,0.16666666666666663,0.20523212969786297,2,2,1,0,1,0,0,0,1
0,0,0,1,0,0,0,0.32139303482587056,0.02818142041267502,1,0,1,1,0,1,0,0,0
0,1,0,1,0,0,1,0.3189054726368159,0.10463683677229184,1,0,1,1,0,0,0,0,1
1,1,0,1,1,1,1,0.8885572139303483,0.5220500184229919,4,1,2,1,0,0,0,1,0
0,0,0,1,0,1,0,0.5965174129353233,0.23937799373618276,5,1,1,1,0,0,0,0,1
0,0,0,1,1,2,0,0.06766169154228854,0.04249953942520266,0,0,0,1,0,1,0,0,0
0,1,0,1,1,0,1,0.36616915422885565,0.23382806742815038,1,1,1,0,1,0,0,0,1
0,0,1,1,1,0,1,0.6850746268656716,0.039315816138540904,2,0,2,1,0,0,0,0,1
0,0,0,1,1,0,0,0.8611940298507462,0.47576800847457634,4,1,2,0,1,1,0,0,0
0,1,0,1,1,2,1,0.49303482587064673,0.553225175018423,4,2,1,0,1,1,0,0,0
0,1,1,1,1,2,0,0.554726368159204,0.5605655858511422,4,2,1,1,0,0,1,0,0
0,0,0,0,0,0,0,0.21641791044776115,0.025728859616801773,3,0,1,0,1,0,0,0,1
0,1,0,1,1,2,1,0.05970149253731341,0.19953827376565958,0,2,0,1,0,0,1,0,0
0,1,1,1,0,2,1,0.5626865671641791,0.555009902358143,4,2,1,0,1,1,0,0,0
0,0,0,1,1,0,1,0.5731343283582089,0.08343888172439205,0,0,2,0,1,0,0,1,0
0,0,1,1,0,1,1,0.02288557213930348,0.00660924834193073,0,0,0,1,0,0,1,0,0
0,1,1,1,0,1,0,0.4522388059701493,0.31818234156226977,3,1,1,0,1,0,1,0,0
0,0,0,1,0,0,1,0.31741293532338305,0.018520864038319824,1,0,1,0,1,0,0,0,1
0,1,0,1,0,0,0,0.018905472636815884,0.01052413411938099,0,0,0,1,0,0,0,1,0
0,1,1,1,0,2,1,0.618905472636816,0.6778336864406781,5,2,1,1,0,1,0,0,0
0,0,0,1,0,2,0,0.02238805970149252,0.16476487656595434,0,2,0,0,1,1,0,0,0
0,0,0,1,1,0,0,0.6527363184079601,0.406716331982314,1,1,2,1,0,1,0,0,0
0,1,1,1,1,2,0,0.05970149253731341,0.2054739314664702,0,2,0,1,0,0,1,0,0
0,0,0,0,0,1,0,0.11791044776119403,0.18692428150331616,1,2,1,0,1,0,0,0,1
0,0,0,1,0,1,1,0.013930348258706454,0.04047876750184231,0,0,0,0,1,1,0,0,0
0,0,0,1,0,0,0,0.5626865671641791,0.34217253131908626,1,1,2,1,0,0,1,0,0
0,0,0,0,0,1,1,0.06567164179104479,0.09073899226234342,0,1,1,0,1,0,0,0,1
1,0,0,1,0,0,1,0.5676616915422885,0.008670320560058955,1,0,2,1,0,1,0,0,0
0,0,1,1,0,0,1,0.3686567164179104,0.012510362932940312,1,0,1,0,1,0,0,1,0
0,0,0,1,1,1,1,0.7611940298507462,0.5897372420781136,3,2,2,1,0,1,0,0,0
0,0,0,1,0,0,0,0.31840796019900497,0.06836657148120856,1,0,1,0,1,1,0,0,0
0,0,0,1,0,0,1,0.013930348258706454,0.0022625736919675756,0,0,0,0,1,1,0,0,0
0,1,0,1,1,1,1,0.6263681592039801,0.5716999815770082,1,2,2,1,0,0,1,0,0
1,1,0,0,0,1,0,0.17761194029850746,0.26470385040530586,2,2,1,0,1,1,0,0,0
1,1,0,1,1,0,1,0.8154228855721393,0.15772383935151071,3,0,2,1,0,0,0,1,0
0,1,1,1,0,0,1,0.6213930348258706,0.027571158806190127,1,0,2,1,0,0,0,1,0
0,1,1,1,0,0,0,0.37512437810945276,0.08455577560795875,1,0,1,1,0,0,0,1,0
0,0,0,1,1,2,0,0.9019900497512437,0.3234444086219603,5,1,2,1,0,0,0,1,0
0,1,1,1,1,2,0,0.06467661691542287,0.21406365143699338,0,2,0,0,1,0,1,0,0
0,0,0,1,0,0,1,0.5228855721393034,0.00815217391304348,0,0,2,1,0,0,0,0,1
